"hscode"	"Duty"	"import_euro_kg"	"anti-dumping"	"description_hscode"	"description_en_chinois"	"date_search"	"lien"
"6115969900"	" 12 %          "	"10.56"		"Section XI - (Chapters 50...63) - Textiles and textile articles / ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED / Pantyhose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted / - Other / - - Of synthetic fibres / - - - Other / - - - - Other / "	"第XI节-（第50…63章）-纺织品和纺织品/服装和服装配件，针织或钩编/连裤袜，紧身衣，长袜，袜子和其他袜类，包括分级压缩袜类（例如，静脉曲张袜类）和无鞋底的鞋类，针织或钩编/-其他/-合成纤维/-其他/-其他/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=6115969900&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"7208529110"	" 0 %          "	"0.79"	"anti-dumping"	"Section XV - (Chapters 72...83) - Base metals and articles of base metal / IRON AND STEEL / I. PRIMARY MATERIALS; PRODUCTS IN GRANULAR OR POWDER FORM / II. IRON AND NON-ALLOY STEEL / Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, hot-rolled, not clad, plated or coated / - Other, not in coils, not further worked than hot-rolled / - - Of a thickness of 4,75 mm or more but not exceeding 10 mm / - - - Other, of a width of / - - - - 2 050 mm or more / - - - - - Of non-alloy steel, excluding tool steel"	"第十五节-（第72…83章）-贱金属和贱金属/钢铁制品/I.原材料；粒状或粉末状产品/II。铁和非合金钢/宽度为600 mm或以上的铁或非合金钢扁轧产品，热轧，未包覆、电镀或涂层/-其他，未成卷，未进一步加工，热轧/-厚度为4.75 mm或以上，但不超过10 mm/-其他，宽度为2 050 mm或以上/-非合金钢，工具钢除外"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=7208529110&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"8516310000"	" 2,7 %          "	"9.63"		"Section XVI - (Chapters 84 & 85) - Machinery and mechanical appliances; electrical equipment; parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles / ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES / Electric instantaneous or storage water heaters and immersion heaters; electric space-heating apparatus and soil-heating apparatus; electrothermic hairdressing apparatus (for example, hairdryers, hair curlers, curling tong heaters) and hand dryers; electric smoothing irons; other electrothermic appliances of a kind used for domestic purposes; electric heating resistors, other than those of heading 8545 / - Electrothermic hairdressing or hand-drying apparatus / - - Hairdryers / "	"第十六节-（第84章和第85章）-机械和机械装置；电气设备；其部分；录音机和放音机、电视图像和声音录音机和放音机，以及此类物品/电机和设备及其零件和附件；录音机和放音机、电视图像和声音录音机和放音机，以及此类物品/电瞬时或存储热水器和浸没式加热器的零件和附件；电空间加热装置和土壤加热装置；电热美发器（例如，电吹风、卷发器、卷发钳加热器）和干手器；电熨斗；其他家用电热器具；电热电阻器，品目8545除外/-电热美发器或手吹风器/-吹风机/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=8516310000&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"7318129010"	" 3,7 %          "	"1.82"	"anti-dumping"	"Section XV - (Chapters 72...83) - Base metals and articles of base metal / ARTICLES OF IRON OR STEEL / Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter pins, washers (including spring washers) and similar articles, of iron or steel / - Threaded articles / - - Other wood screws / - - - Other / - - - - For use in certain types of aircraft / "	"第十五节-（第72…83章）-贱金属和贱金属制品/铁或钢制品/螺钉、螺栓、螺母、客车螺钉、螺旋钩、铆钉、开口销、开口销、垫圈（包括弹簧垫圈）和类似的铁或钢制品/-螺纹制品/-其他木螺钉/-其他/--用于某些类型的飞机/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=7318129010&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"5305000000"	" 0 %          "	"2.82"		"Section XI - (Chapters 50...63) - Textiles and textile articles / OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN / Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres, not elsewhere specified or included, raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock) / "	"第XI节-（第50…63章）-纺织品和纺织品/其他植物纺织纤维；纸纱线/椰子、abaca（马尼拉大麻或穆萨textilis Nee）、苎麻和其他植物纺织纤维制的纸纱线和机织物，其他地方未规定或包括，生的或加工的，但未纺制的；丝束、落棉和这些纤维的废料（包括纱线废料和石榴石原料）/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=5305000000&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"9608400000"	" 3,7 %          "	"15.94"		"Section XX - (Chapters 94...96) - Miscellaneous manufactured articles / MISCELLANEOUS MANUFACTURED ARTICLES / Ballpoint pens; felt-tipped and other porous-tipped pens and markers; fountain pens, stylograph pens and other pens; duplicating stylos; propelling or sliding pencils; pen-holders, pencil-holders and similar holders; parts (including caps and clips) of the foregoing articles, other than those of heading 9609 / - Propelling or sliding pencils / "	"第二十节-（第94…96章）-其他制成品/其他制成品/圆珠笔；毛毡笔和其他多孔笔和记号笔；自来水笔、书写笔和其他笔；复制花柱；推动或滑动铅笔；笔架、铅笔架和类似的笔架；上述物品的部件（包括盖子和夹子），品目9609/-推进或滑动铅笔除外/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=9608400000&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"6701000000"	" 2,7 %          "	"18.33"		"Section XII - (Chapters 64...67) - Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof; prepared feathers and articles made therewith; artificial flowers; articles of human hair / PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR / Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down and articles thereof (other than goods of heading 0505 and worked quills and scapes) / "	"第十二节-（第64…67章）-鞋类、头饰、雨伞、太阳伞、手杖、座椅棒、鞭子、马鞭及其零件；准备好的羽毛及其制品；人造花；人发/制备的羽毛和羽绒制品以及羽毛或羽绒制品；人造花；人毛/皮制品和鸟类及其羽毛或羽绒的其他部分、羽毛、羽毛部分、羽绒及其制品（品目0505的货物和加工过的羽毛和花葶除外）/"	"20220630"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=6701000000&country=29422&trade=0&cssfile=tarbro&date=20220630&lang=EN&page=1"
"7401000000"	" 0 %          "	"17.25"		"Section XV - (Chapters 72...83) - Base metals and articles of base metal / COPPER AND ARTICLES THEREOF / Copper mattes; cement copper (precipitated copper) / "	"第十五节-（第72…83章）-贱金属和贱金属/铜制品及其制品/铜锍；水泥铜（沉淀铜）/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=7401000000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"9950000000"		"0"		"Section XXI - (Chapters 97...99) - Works of art, collectors pieces and antiques / SPECIAL COMBINED NOMENCLATURE CODES / Certain goods, as provided for in Council Regulation (EC) No 1186/2009 (Import and Export) / Code used only in intra-Union trade for transactions whose value is less than € 1 000 on the same invoice during a reference month / "	"第二十一节-（第97…99章）-艺术品、收藏品和古董/特殊组合命名代码/某些货物，根据理事会第1186/2009号条例（EC）（进出口）/仅用于联盟内贸易的代码，用于在一个参考月内同一发票上价值低于1000欧元的交易/"		"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=9950000000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"3306900000"	" 0 %          "	"10.2"		"Section VI - (Chapters 28...38) - Products of the chemical or allied industries / ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS / Preparations for oral or dental hygiene, including denture fixative pastes and powders; yarn used to clean between the teeth (dental floss), in individual retail packages / - Other / "	"第六节-（第28…38章）-化学或相关行业的产品/精油和树脂；香水、化妆品或卫生间制剂/口腔或牙科卫生制剂，包括义齿固定膏和粉末；用于清洁牙齿之间的纱线（牙线），单独零售包装/-其他/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=3306900000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"5407300000"	" 8 %          "	"7.3"		"Section XI - (Chapters 50...63) - Textiles and textile articles / MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS / Woven fabrics of synthetic filament yarn, including woven fabrics obtained from materials of heading 5404 / - Fabrics specified in note 9 to Section XI / "	"第XI节-（第50…63章）-纺织品和纺织制品/人造长丝；人造纺织材料/合成长丝纱机织物的带材和类似品，包括从第XI节注释9中规定的品目5404材料/织物中获得的机织物/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=5407300000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"7227905000"	" 0 %          "	"0"	"anti-dumping"	"Section XV - (Chapters 72...83) - Base metals and articles of base metal / IRON AND STEEL / I. PRIMARY MATERIALS; PRODUCTS IN GRANULAR OR POWDER FORM / II. IRON AND NON-ALLOY STEEL / III. STAINLESS STEEL / IV. OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL / Bars and rods, hot-rolled, in irregularly wound coils, of other alloy steel / - Other / - - Containing by weight 0,9 % or more but not more than 1,15 % of carbon, 0,5 % or more but not more than 2 % of chromium and, if present, not more than 0,5 % of molybdenum / "	"第十五节-（第72…83章）-贱金属和贱金属/钢铁制品/I.原材料；粒状或粉末状产品/II。铁和非合金钢/III.不锈钢/IV.其他合金钢；其他合金钢/-其他/-热轧合金或非合金钢制中空钻杆/棒材，不规则卷绕，按重量计含碳0.9%或以上但不超过1.15%，铬0.5%或以上但不超过2%，钼（如有）不超过0.5%/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=7227905000&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"6406201090"	" 3 %          "	"18.99"		"Section XII - (Chapters 64...67) - Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof; prepared feathers and articles made therewith; artificial flowers; articles of human hair / FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES / Parts of footwear (including uppers whether or not attached to soles other than outer soles); removable insoles, heel cushions and similar articles; gaiters, leggings and similar articles, and parts thereof / - Outer soles and heels, of rubber or plastics / - - Of rubber / - - - Other / "	"第十二节-（第64…67章）-鞋类、头饰、雨伞、太阳伞、手杖、座椅杖、鞭子、马鞭及其零件；准备好的羽毛及其制品；人造花；人发/鞋、绑腿等物品；此类物品的部件/鞋类的部件（包括鞋面，无论是否与外底以外的鞋底相连）；可拆卸鞋垫、脚跟垫和类似物品；绑腿、绑腿和类似物品及其零件/-橡胶或塑料制外底和鞋跟/-橡胶/-其他/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=6406201090&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"8536901000"	" 0 %          "	"21.41"		"Section XVI - (Chapters 84 & 85) - Machinery and mechanical appliances; electrical equipment; parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles / ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES / Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1 000 V; connectors for optical fibres, optical fibre bundles or cables / - Other apparatus / - - Connections and contact elements for wire and cables / "	"第十六节-（第84章和第85章）-机械和机械装置；电气设备；其部分；录音机和放音机、电视图像和声音录音机和放音机，以及此类物品/电机和设备及其零件和附件；录音机和放音机、电视图像和声音录音机和放音机，以及此类物品/电气设备的零件和附件，用于切换或保护电路，或用于连接电路或电路中（例如，开关、继电器、保险丝、浪涌抑制器、插头、插座、灯座和其他连接器、接线盒），电压不超过1000 V；光纤、光纤束或电缆连接器/-其他设备/-电线和电缆的连接和接触元件/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=8536901000&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"9505109000"	" 2,7 %          "	"6.96"		"Section XX - (Chapters 94...96) - Miscellaneous manufactured articles / TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF / Festive, carnival or other entertainment articles, including conjuring tricks and novelty jokes / - Articles for Christmas festivities / - - Of other materials / "	"第二十节-（第94…96章）-杂项制成品/玩具、游戏和运动必需品；其零件和配件/节日、狂欢节或其他娱乐用品，包括变戏法和新奇笑话/-圣诞庆祝用品/-其他材料/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=9505109000&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"8515110000"	" 2,7 %          "	"8.82"		"Section XVI - (Chapters 84 & 85) - Machinery and mechanical appliances; electrical equipment; parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles / ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES / Electric (including electrically heated gas), laser or other light or photon beam, ultrasonic, electron beam, magnetic pulse or plasma arc soldering, brazing or welding machines and apparatus, whether or not capable of cutting; electric machines and apparatus for hot spraying of metals or cermets / - Brazing or soldering machines and apparatus / - - Soldering irons and guns / "	"第十六节-（第84章和第85章）-机械和机械装置；电气设备；其部分；录音机和放音机、电视图像和声音录音机和放音机，以及此类物品/电机和设备及其零件和附件；录音机和放音机、电视图像和声音录音机和放音机，以及此类物品/电气（包括电热气体）、激光或其他光或光子束、超声波、电子束、磁脉冲或等离子弧焊接、钎焊或焊接机器和设备的零件和附件，无论是否能够切割；金属或金属陶瓷热喷涂用电机和设备/-钎焊或钎焊机和设备/-烙铁和焊枪/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=8515110000&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"2918140090"	" 6,5 %          "	"1.03"	"anti-dumping"	"Section VI - (Chapters 28...38) - Products of the chemical or allied industries / ORGANIC CHEMICALS / I. HYDROCARBONS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / II. ALCOHOLS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / III. PHENOLS, PHENOL-ALCOHOLS, AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / IV. ETHERS, ALCOHOL PEROXIDES, ETHER PEROXIDES, ACETAL AND HEMIACETAL PEROXIDES, KETONE PEROXIDES, EPOXIDES WITH A THREE-MEMBERED RING, ACETALS AND HEMIACETALS, AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / V. ALDEHYDE-FUNCTION COMPOUNDS / VI. KETONE-FUNCTION COMPOUNDS AND QUINONE-FUNCTION COMPOUNDS / VII. CARBOXYLIC ACIDS AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives / - Carboxylic acids with alcohol function but without other oxygen function, their anhydrides, halides, peroxides, peroxyacids and their derivatives / - - Citric acid / - - - Other / "	"第六节-（第28…38章）-化学或相关行业的产品/有机化学品/I.碳氢化合物及其卤化、磺化、硝化或亚硝化衍生物/II。醇及其卤化、磺化、硝化或亚硝化衍生物/III.酚、酚醇及其卤化、磺化、硝化或亚硝化衍生物/IV.醚、醇过氧化物、醚过氧化物、缩醛和半缩醛过氧化物、酮过氧化物、三元环环氧化物、缩醛和半缩醛及其卤化、磺化、，硝化或亚硝化衍生物/V.醛功能化合物/VI.酮功能化合物和醌功能化合物/VII。羧酸及其酸酐、卤化物、过氧化物和过氧酸及其卤化、磺化、硝化或亚硝化衍生物/具有额外氧功能的羧酸及其酸酐、卤化物、过氧化物和过氧酸；其卤化、磺化、硝化或亚硝化衍生物/-具有醇功能但不具有其他氧功能的羧酸，其酸酐、卤化物、过氧化物、过氧化物及其衍生物/-柠檬酸/-其他/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=2918140090&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"2918140010"	" 6,5 %          "	"1.03"	"anti-dumping"	"Section VI - (Chapters 28...38) - Products of the chemical or allied industries / ORGANIC CHEMICALS / I. HYDROCARBONS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / II. ALCOHOLS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / III. PHENOLS, PHENOL-ALCOHOLS, AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / IV. ETHERS, ALCOHOL PEROXIDES, ETHER PEROXIDES, ACETAL AND HEMIACETAL PEROXIDES, KETONE PEROXIDES, EPOXIDES WITH A THREE-MEMBERED RING, ACETALS AND HEMIACETALS, AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / V. ALDEHYDE-FUNCTION COMPOUNDS / VI. KETONE-FUNCTION COMPOUNDS AND QUINONE-FUNCTION COMPOUNDS / VII. CARBOXYLIC ACIDS AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives / - Carboxylic acids with alcohol function but without other oxygen function, their anhydrides, halides, peroxides, peroxyacids and their derivatives / - - Citric acid / - - - Consigned from Malaysia / "	"第六节-（第28…38章）-化学或相关行业的产品/有机化学品/I.碳氢化合物及其卤化、磺化、硝化或亚硝化衍生物/II。醇及其卤化、磺化、硝化或亚硝化衍生物/III.酚、酚醇及其卤化、磺化、硝化或亚硝化衍生物/IV.醚、醇过氧化物、醚过氧化物、缩醛和半缩醛过氧化物、酮过氧化物、三元环环氧化物、缩醛和半缩醛及其卤化、磺化、，硝化或亚硝化衍生物/V.醛功能化合物/VI.酮功能化合物和醌功能化合物/VII。羧酸及其酸酐、卤化物、过氧化物和过氧酸及其卤化、磺化、硝化或亚硝化衍生物/具有额外氧功能的羧酸及其酸酐、卤化物、过氧化物和过氧酸；其卤化、磺化、硝化或亚硝化衍生物/-具有醇功能但不具有其他氧功能的羧酸，其酸酐、卤化物、过氧化物、过氧酸及其衍生物/-柠檬酸/-从马来西亚发货/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=2918140010&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"7013990090"	" 11 %          "	"2.71"		"Section XIII - (Chapters 68...70) - Articles of stone, plaster, cement, asbestos, mica or similar materials; ceramic products; glass and glassware / GLASS AND GLASSWARE / Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (other than that of heading 7010 or 7018) / - Other glassware / - - Other / - - - Other / "	"第十三节-（第68…70章）-石头、灰泥、水泥、石棉、云母或类似材料制品；陶瓷制品；玻璃和玻璃器皿/用于桌子、厨房、卫生间、办公室、室内装饰或类似用途的玻璃和玻璃器皿/玻璃器皿（品目7010或7018除外）/-其他玻璃器皿/-其他/-其他/"	"20220630"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=7013990090&country=29422&trade=0&cssfile=tarbro&date=20220630&lang=EN&page=1"
"6406905090"	" 3 %          "	"11.7"		"Section XII - (Chapters 64...67) - Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof; prepared feathers and articles made therewith; artificial flowers; articles of human hair / FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES / Parts of footwear (including uppers whether or not attached to soles other than outer soles); removable insoles, heel cushions and similar articles; gaiters, leggings and similar articles, and parts thereof / - Other / - - Removable insoles and other removable accessories / - - - Other / "	"第十二节-（第64…67章）-鞋类、头饰、雨伞、太阳伞、手杖、座椅棒、鞭子、马鞭及其零件；准备好的羽毛和用其制作的物品；人造花；人发/鞋类、绑腿等物品；此类物品的部件/鞋类的部件（包括鞋帮，无论是否与外底以外的鞋底相连）；可拆卸鞋垫、脚跟垫和类似物品；绑腿、护腿和类似物品及其零件/-其他/-可拆卸鞋垫和其他可拆卸附件/-其他/"	"20220701"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=6406905090&country=29422&trade=0&cssfile=tarbro&date=20220701&lang=EN&page=1"
"9405499090"	" 2,7 %          "	"0"		"Section XX - (Chapters 94...96) - Miscellaneous manufactured articles / FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHINGS; LUMINAIRES AND LIGHTING FITTINGS, NOT ELSEWHERE SPECIFIED OR INCLUDED; ILLUMINATED SIGNS, ILLUMINATED NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS / Luminaires and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated nameplates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included / - Other electric luminaires and lighting fittings / - - Other / - - - Other / - - - - Of other materials / - - - - - Other / "	"第二十节-（第94…96章）-其他制成品/家具；床上用品、床垫、床垫支架、靠垫和类似填充家具；其他地方未规定或包含的灯具和照明配件；照明标志、照明铭牌等；其他地方未规定或包含的预制建筑物/灯具和照明配件，包括探照灯和聚光灯及其零件；照明标志、照明铭牌等，具有永久固定光源，以及其他地方未指定或包括的部分/-其他电灯具和照明配件/-其他/-其他/-其他/-其他/-其他材料/-其他/"	"20220701"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=9405499090&country=29422&trade=0&cssfile=tarbro&date=20220701&lang=EN&page=1"
"2521000000"	" 0 %          "	"0.5"		"Section V - (Chapters 25...27) - Mineral products / SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT / Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement / "	"第五节-（第25…27章）-矿物产品/盐；硫；泥土和石头；抹灰材料、石灰和水泥/石灰石助焊剂；石灰石及其他石灰岩，用于制造石灰或水泥/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=2521000000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"3821000000"	" 5 %          "	"39.2"		"Section VI - (Chapters 28...38) - Products of the chemical or allied industries / MISCELLANEOUS CHEMICAL PRODUCTS / Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells / "	"第六节-（第28…38章）-化学或相关行业的产品/各种化学产品/用于微生物（包括病毒等）或植物、人类或动物细胞发育或维持的制备培养基/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=3821000000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"0902200000"	" 0 %          "	"3.48"		"Section II - (Chapters 06...14) - Vegetable products / COFFEE, TEA, MATÉ AND SPICES / Tea, whether or not flavoured / - Other green tea (not fermented) / "	"第二节-（第06…14章）-蔬菜产品/咖啡、茶、茶和香料/茶，无论是否调味/其他绿茶（未发酵）/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=0902200000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"1513219000"	" 6,4 %          "	"0"		"Section III - (Chapter 15) - Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes / ANIMAL, VEGETABLE OR MICROBIAL FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PREPARED EDIBLE FATS; ANIMAL OR VEGETABLE WAXES / Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified / - Palm kernel or babassu oil and fractions thereof / - - Crude oil / - - - Other / - - - - Other / "	"第三节-（第15章）-动物、植物或微生物油脂及其卵裂产物；制备的食用脂肪；动物或植物蜡/动物、植物或微生物油脂及其裂解产物；制备的食用脂肪；动物或植物蜡/椰子（椰子）、棕榈仁或巴巴苏油及其馏分，不论是否精制，但未经化学改性/-棕榈仁或巴苏油及其馏分/-原油/-其他/-其他/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=1513219000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"1803100000"	" 9,6 %          "	"225.0"		"Section IV - (Chapters 16...24) - Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body / COCOA AND COCOA PREPARATIONS / Cocoa paste, whether or not defatted / - Not defatted / "	"第四节-（第16…24章）-制备食品；饮料、烈酒和醋；烟草和人造烟草替代品；拟吸入而不燃烧的产品，不论是否含有尼古丁；其他拟将尼古丁摄入人体的含尼古丁产品/可可和可可制剂/可可糊，无论是否脱脂/未脱脂/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=1803100000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"3404900000"	" 0 %          "	"2.44"		"Section VI - (Chapters 28...38) - Products of the chemical or allied industries / SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREPARATIONS, CANDLES AND SIMILAR ARTICLES, MODELLING PASTES,  DENTAL WAXES  AND DENTAL PREPARATIONS WITH A BASIS OF PLASTER / Artificial waxes and prepared waxes / - Other / "	"第六节-（第28…38章）-化学或相关行业的产品/肥皂、有机表面活性剂、洗涤制剂、润滑制剂、人造蜡、制备蜡、抛光或擦洗制剂、蜡烛和类似物品、建模膏、“牙科蜡”和以石膏/人造蜡和制备蜡为基础的牙科制剂/-其他/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=3404900000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
